timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
48.52624476328492,8.19434572132776e-36,-1.3346989320321536e-35,9.8100004196167,-1.0288443945682957e-06,9.77074137153977e-08,-1.8807311263913107e-10
48.569829162210226,-13503.6005859375,21994.7265625,10.925190925598145,-1.0064924538255582e-07,-1.7708913446767838e-07,5.2120946447686833e-11
48.61277096346021,-0.009896781295537949,-0.020051276311278343,11.858881950378418,4.124787622572512e-08,-1.1580559799995171e-07,1.4196449571457492e-11
48.66965886205435,-0.010102951899170876,0.019948190078139305,10.50048828125,1.7776405059066747e-07,-6.427141840958939e-08,-4.854303070622734e-11
48.71269416436553,0.009999866597354412,5.154258542461321e-05,9.863965034484863,-6.613582854697597e-07,-4.199695524675917e-07,8.392203598717174e-12
48.75506856292486,-0.009999866597354412,-5.154258542461321e-05,9.57299518585205,-5.80192363486276e-07,3.1569680913889897e-07,-1.970695828745761e-11
48.79710076376796,0.00010308517084922642,-0.019999733194708824,9.494444847106934,3.485910156086902e-07,9.922893617897444e-09,-8.261280548538252e-11
48.84049356356263,-0.02020590379834175,0.03989638015627861,9.487872123718262,3.1902513342174643e-07,7.487147968276986e-08,-8.487732738871046e-11
48.8842562623322,0.02020590379834175,-0.03989638015627861,9.528334617614746,2.845396238626563e-07,1.2431993923200935e-07,6.8928925067712754e-12
48.929847061634064,-0.030308855697512627,0.059844572097063065,9.570514678955078,3.3089546036535467e-07,1.7200181900989264e-07,1.0506601144655292e-10
48.97490256279707,-0.009999866597354412,-5.154258542461321e-05,9.630326271057129,3.627841067554982e-07,1.8861585715512774e-07,-8.95244434140352e-11
49.021406561136246,-0.02020590379834175,0.03989638015627861,9.662951469421387,3.3517648034830927e-07,1.7586255296464515e-07,7.828726555914045e-11
49.06652616336942,-0.0301026850938797,0.019845105707645416,9.711912155151367,-4.816140517505119e-07,-1.7438799204683164e-07,-3.2998742627299293e-11
